id,name,latitude,longitude,category_stars
223,Leblon,39.51383567,2.766973424,1.5
224,Leman Hotel & Appartements,39.53451718,2.767394226,4
226,Alua Leo,39.53547013,2.727341638,3.5
227,Los Estanques,39.33693453,2.993215281,2
228,Seramar Luna - Luna Park - Erwachsenenhotel,39.50492106,2.764651419,3
229,Hotel & Aparthotel Luxor,39.52970537,2.756579623,3.5
230,AluaSoul Palma - Erwachsenenhotel,39.54679099,2.734242759,4
231,Manaus,39.51301656,2.779196943,3
232,Hostal - Hotel Marbel,39.54514421,2.737292898,3
233,THB Maria Isabel - Erwachsenenhotel,39.53404446,2.762563145,3.5
234,Martorell,39.33841129,2.99352457,3
235,Blue Sea Mediodia,39.50649119,2.757718868,3
236,Marina,39.50961632,2.755481694,3
237,Metropolitan Playa,39.53242094,2.765054104,3
238,whala!fun,39.5113248,2.770313972,3
239,Negresco - Erwachsenenhotel,39.5383575,2.761413539,3.5
240,MySeaHouse Hotel Neptuno,39.52731824,2.770733036,4
241,Niagara,39.52874105,2.767710208,4
242,Hotel Oleander,39.53651698,2.760152587,3
243,MLL Mediterranean Bay - Erwachsenenhotel,39.50333173,2.760193913,4
245,Grupotel Orient,39.51781396,2.75941316,4
246,Pabisa Orlando,39.52687598,2.763479314,3.5
247,JS Palma Stay - Erwachsenenhotel ab 16 Jahren,39.54738104,2.740805453,4
248,Mac Paradiso Garden,39.52679071,2.776826282,4
249,allsun Hotel Pil-Lari Playa,39.53537768,2.75201576,4
250,Hotel Playa Golf,39.51889795,2.75143884,4
251,Playa Grande,39.51418808,2.757847896,3
252,Planet One,39.51154919,2.75777242,3
253,HSM Reina Del Mar,39.50687417,2.763611976,3
254,HSM Son Veri,39.50433304,2.763401143,3
255,Pabisa Bali,39.52492282,2.760917257,4
256,Riu Bravo,39.52114004,2.757111036,4
257,BG Caballero Hotel,39.53322968,2.748609273,4
258,Pabisa Chico,39.53349272,2.773176598,4
259,Riu Concordia,39.52268393,2.754463601,4
260,Riu Festival,39.52294308,2.753467372,4
261,Hotel Obelisco,39.5221848,2.753472004,4
262,Riu Playa Park,39.52938397,2.768209204,4
263,Riu San Francisco - Erwachsenenhotel,39.5279506,2.765972153,4
264,Pabisa Sofia,39.52980282,2.765202565,3
265,Riutort,39.51422568,2.764416282,3
266,allsun Hotel Riviera Playa - Erwachsenenhotel,39.53669302,2.758557703,4
267,Iberostar Cristina,39.52726473,2.745995223,4
268,Iberostar Bahia de Palma - Erwachsenenhotel,39.53262626,2.75381062,4
269,Iberostar Selection Playa de Palma,39.53478452,2.761783469,4.5
270,MLL Caribbean Bay,39.50532568,2.759390695,3
271,Cassandra,39.50803761,2.77175566,2.5
272,Java,39.54017787,2.741789328,3.5
273,Timor,39.52039691,2.764746905,3.5
274,HM Tropical,39.53062915,2.737489518,4
275,THB Sur Mallorca Class,39.34054353,2.98608205,4
276,Hotel Pinero Tal,39.5151989,2.777527545,3
277,Grupotel Taurus Park,39.52549435,2.773421294,4
278,Houm Nets - Erwachsenenhotel,39.53122188,2.758222275,2
279,Blue Sea Arenal Tower - Erwachsenenhotel,39.51268985,2.772446937,3
280,Torre Azul Spa - Erwachsenenhotel ab 16 Jahren,39.51398773,2.778577955,4
282,Tres Torres Apartamentos,39.51699978,2.756014814,2.5
283,HSM Venus Playa,39.52816802,2.751774206,3
284,Vista Odin,39.53579876,2.772617323,3
285,Best Delta,39.45414215,2.756242352,4
286,Hotel Globales Maioris,39.47209791,2.776852386,4
287,BQ Belvedere,39.55838788,2.589386117,3
288,Cala Romani Club,39.48183819,3.244943002,3
289,Font de Sa Cala Beach Club,39.68126466,3.422134342,4
291,Iberostar Club Cala Barca,39.36752105,3.1890105,4
292,PrimaSol Cala d´Or Gardens,39.38183607,3.204944445,3
293,Hotel Cala Ferrera,39.39966965,3.218555497,3
294,Gavimar Cala Gran Costa del Sur Hotel & Resort,39.39951743,3.209129094,3
296,Cala Marsal Club,39.43019345,3.23181975,4
297,ZAFIRO Cala Mesquida,39.73987431,3.415140342,4
298,Aparthotel HSM Calas Park,39.47589009,3.25560971,3
299,Canyamel Park Hotel & Canyamel Park Appartements,39.65654998,3.407124032,4
300,Universal Apartamentos Laguna Garden,39.65516025,3.432969748,4.5
301,Iberostar Pinos Park,39.67995825,3.411391759,4
302,Blue Sea Ses Cases d´Or Aparthotel,39.37536107,3.217465478,2
303,Pierre & Vacances Residence Mallorca Cecilia,39.42132621,3.242319415,3
304,TUI KIDS CLUB Cala Mandia,39.53000113,3.290423348,4
305,Lime Isabel,39.62378546,3.359966739,3
306,Hostal Condemar,39.37089799,3.177882301,1
307,Hostal de La Caravella,39.37763161,3.227101304,1
308,JS Portocolom Suites,39.43228581,3.237541062,3.5
309,Club Es Talaial,39.38419404,3.211880368,3
310,HYB Eurocalas Aparthotel,39.47439744,3.263280509,3.5
311,Hipotels Eurotel Punta Rotja,39.63646679,3.400796848,4
312,THB Felip Class - Erwachsenenhotel,39.55098898,3.302327925,3.5
313,MarSenses Ferrera Blanca,39.39151801,3.225991114,3.5
314,Protur Floriana Resort Aparthotel,39.61397934,3.366799926,3.5
315,Blue Sea Gran Playa,39.58052515,3.358127587,3
316,Alua Suites Las Rocas,39.38238385,3.213472764,3.5
317,Lliteras,39.70991189,3.432465569,3
318,Hotel La Santa Maria Playa,39.59852579,3.361714039,3
319,Protur Vista Badia,39.58365407,3.355453313,4
320,Na Taconera,39.68369168,3.411771009,3.5
321,Som Suret Hotel - Erwachsenenhotel,39.386704,3.189951717,2
323,Mix Peymar,39.56866604,3.364454687,3
324,Pinomar - Erwachsenenhotel ab 18 Jahren,39.57004104,3.341793098,1
325,Pinos Playa,39.34885142,3.136134689,3
326,Hotel Playa Blanca,39.57374855,3.352597042,2
327,Playa Dorada Aparthotel,39.57503846,3.345737281,3
328,Inturotel Playa Esmeralda,39.38575076,3.22875603,4
329,Playa Mar Hotel & Apartments,39.57178685,3.353476873,2
330,Playa Mondrago Hotel Apartments,39.35966021,3.184969398,3
331,Apartamentos Playa Ferrera,39.38454645,3.234959082,2.5
332,Playa Moreia,39.57145899,3.34641818,2
333,Barcelo Aguamarina,39.39812971,3.220685224,4
334,Pierre & Vacances Residenz Mallorca Portomar,39.4352434,3.234494227,2
335,Palia Puerto del Sol,39.38914742,3.205650268,3
336,MiM Mallorca - Erwachsenenhotel,39.56974766,3.368611622,4
337,Blau Punta Reina Resort,39.53122928,3.28146605,4
338,Protur Sa Coma Playa Hotel & Spa,39.58624417,3.344949464,4
339,THB Sa Coma Platja Aparthotel,39.57714501,3.371765146,4
340,Hipotels Mediterraneo - Erwachsenenhotel ab 18 Jahren,39.57841983,3.337128928,4
342,Sabina Hotel & Suites,39.60207658,3.375406172,4
343,Globales Samoa,39.46403436,3.272635845,3
344,Sinfony,39.65558104,3.391140041,3.5
345,Hostal Talamanca,39.38443831,3.21859199,2
346,Monsuau Cala D´ Or Boutique Hotel,39.39547354,3.226475248,4
347,Sentido Fido Tucan - Erwachsenenhotel,39.38249473,3.223373799,4
349,Massanet,39.65783442,3.418397165,2.5
351,Hotel Mariant,39.57117989,3.3629811,3
352,Hotel Mariant Park,39.57104294,3.364097949,3.5
353,Oasis d´Or,39.38480758,3.223296302,2
354,Inturotel Cala Esmeralda Beach Hotel & Spa - Erwachsenenhotel,39.39333183,3.219692206,4
355,Hotel Marfil Playa,39.58073972,3.349841043,4
356,Parque Mar Aparthotel,39.38685746,3.20720858,3
359,ROBINSON CALA SERENA,39.39686991,3.225915519,4
360,Ses Puntetes,39.39269282,3.214086461,3
361,Sirena Villa,39.34301872,3.164623806,2
362,Hostal Ventura,39.3640707,3.147927834,2
363,R2 Veronica Beach Hotel,39.60285507,3.355078629,3
364,Sur,39.6157387,3.351859702,1
365,Appartements Sureda,39.65526099,3.392679807,2
366,HSM Canarios Park,39.48307581,3.253604168,3
367,Sol y Mar Apartments,39.61378402,3.345511839,3
368,S´Olivera,39.65707877,3.427867153,3.5
369,Iberostar Albufera Park,39.77272565,3.112805437,4
370,Iberostar Albufera Playa,39.78064772,3.122329581,4
371,Eix Alcudia - Erwachsenenhotel,39.84926522,3.134018457,3.5
372,Aparthotel Alcudia Beach,39.82791837,3.11165862,3
373,INNSiDE by Melia Alcudia,39.8131721,3.102035688,3.5
374,Iberostar Alcudia Park,39.80413524,3.110080869,4
375,Grupotel Alcudia Suite,39.79296634,3.101607529,4
376,BQ Alcudia Sun Village Hotel,39.80443766,3.106449116,3
377,Grupotel Amapola,39.7990836,3.101253825,3
378,Astoria Playa - Erwachsenenhotel,39.82660482,3.112036303,4
380,Bahia de Alcudia Hotel & Spa,39.84622457,3.129851025,4
381,Bahia Pollensa,39.87340672,3.067809159,3
382,Hostal Baronia,39.68554252,2.531589141,2
383,Baulo Mar,39.75520501,3.156575236,2
384,Es Baulo Petit Hotel,39.75005272,3.144697934,4
385,Bellevue Club,39.81901725,3.103748502,3
386,Alua Boccaccio,39.81860688,3.106925225,3
387,Cala Sant Vicenc,39.89269354,3.047562331,4.5
388,JS Sol de Can Picafort - Erwachsenenhotel,39.76232364,3.143948083,3
389,Capri,39.87994998,3.073328982,3
390,Carlos V,39.85405387,3.127532268,2
391,Iberostar Ciudad Blanca,39.8367177,3.121261325,4
392,BQ Can Picafort,39.76080862,3.142337602,3.5
393,Ferrer Concord Hotel & Spa,39.74978743,3.152740104,4
394,Globales Condes de Alcudia,39.85047631,3.132049287,3
395,Hotel Condesa,39.80536595,3.106313865,4
396,Daina Hotel,39.8940151,3.07784046,4
397,BQ Delfin Azul Hotel,39.83952092,3.120531731,3
398,Diana,39.84058411,3.12248985,2
399,Globales Don Pedro,39.90857404,3.052455414,3.5
400,Viva Eden Lago,39.80449926,3.102299221,4.5
401,allsun Hotel Eden Alcudia,39.80186357,3.10401952,4
402,Universal Aparthotel Elisa,39.80084753,3.101845531,3.5
403,Es Moli,39.74416915,2.650165989,4
405,Es Port,39.78559516,2.719896464,4
406,Exagon Park Club & Spa,39.74948889,3.156450032,4
407,Grupotel Farrutx,39.76421022,3.142648053,4
408,Aparthotel Flora,39.88511472,3.073985839,3
411,Galaxia Boutique Hotel,39.75927753,3.143049657,1
412,FERGUS Style Soller Beach,39.7910789,2.707415184,3.5
413,Viva Golf - Erwachsenenhotel ab 18 Jahren,39.84753018,3.130427194,4
414,THB Gran Bahia,39.76531742,3.152113859,3.5
415,THB Gran Playa - Erwachsenenhotel,39.75667661,3.132604966,4
416,Habitat,39.87928942,3.060585086,3
417,Illa d´Or Hotel,39.91152637,3.095673498,3.5
418,Ivory Playa,39.80650681,3.104893121,3
419,Ferrer Janeiro Hotel & Spa,39.75467913,3.159609838,4
420,ZAFIRO Bahia,39.78309718,3.12176905,4
421,Belmond La Residencia,39.7417029,2.673439486,6
422,Eix Lagotel Holiday Resort,39.79475637,3.09464716,3.5
423,Las Gaviotas Suites Hotel,39.81086909,3.113363035,4
424,L´Hermitage Hotel & Spa,39.73256411,2.780535183,4
426,Grupotel Los Principes & Spa,39.80565797,3.109083445,4
427,Prinsotel Mal Pas,39.8604391,3.137742116,4
429,Aparthotel Maracaibo,39.76535138,3.149306647,3
430,Pure Salt Port de Soller,39.77666341,2.719209774,3.5
431,Alcudia Port Suites Bordoyhotels,39.84346333,3.13108181,4.5
432,Grupotel Maritimo,39.80223187,3.102303974,4
433,Ilusion Markus & Spa,39.75673294,3.140049962,3
434,Miramar,39.78373177,2.721836746,2
435,Nordeste Playa,39.76312454,3.146664288,3
436,JS Miramar Can Picafort,39.75511813,3.13999587,3
437,Niu,39.91728222,3.054054852,3
438,Grupotel Molins,39.90834122,3.053725946,4.5
439,Eden Nord,39.79170431,2.711186614,3
440,Grupotel Montecarlo,39.76505056,3.143177526,4
443,Grupotel Picafort Beach,39.76459864,3.140600405,4
444,Aparthotel Eix Platja Daurada - Hotel,39.7603458,3.128714,4
445,Hoposa Pollentia - Erwachsenenhotel,39.86876591,3.067925725,3.5
446,Grupotel Port d´Alcudia,39.82045463,3.105306167,3.5
447,Bikini Island & Mountain Resort,39.78888344,2.716474337,4
448,Hotel President Alcudia,39.84138212,3.153566727,4
449,BG Rei del Mediterrani Palace - Erwachsenenhotel ab 16 Jahren,39.80218166,3.100021097,4
450,Romantic - Erwachsenenhotel,39.88872287,3.075165521,2.5
451,Sa Coma de Banyalbufar,39.6876049,2.530330387,3
452,The Sea by Grupotel - Erwachsenenhotel,39.76566684,3.141268846,4
453,BQ Sarah,39.75338264,3.15673273,4
454,Sea Club Mediterranean Resort,39.82869253,3.109680346,3.5
455,JS Sol de Alcudia,39.81560255,3.102566234,3.5
456,Soller Garden,39.78545504,2.724758438,1
457,Son Baulo,39.74734511,3.150102321,3
458,Sultan,39.75619067,3.131516609,2
459,Viva Sunrise,39.81965392,3.103454128,3.5
460,ZAFIRO Tropic,39.85103904,3.131224935,3.5
461,Hoposa Uyal,39.87501487,3.070387702,4
462,Villa Barbara,39.75814007,3.136660692,1
463,Vista Park Hotel & Apartments,39.75730352,3.160800791,3
464,Continental Valldemossa Bordoyhotels,39.72653594,2.648748926,3.5
465,Finca Ca N´Ai,39.77076247,2.712858246,4.5
466,La Posada Del Marques,39.64276005,2.596385519,4
467,Grupotel Dunamar,39.76170698,3.135038234,3.5
468,HSM Lago Park,39.79910703,3.101527215,3
469,Citric Hotel Soller,39.78619907,2.702539324,1
470,Eden,39.7894792,2.708367128,3.5
471,Marina & Wellness Spa,39.78215574,2.709604478,3
472,Occidental Playa de Palma,39.52780077,2.77028719,4
473,Helios,39.53820128,2.734916193,3
474,Monnaber Nou Eco Hotel Rural & Spa,39.77994317,2.954717439,4
475,Es Reco de Randa,39.53015708,2.918902711,4
476,Finca Son Sama,39.50309864,2.944213844,2.5
477,Predio Son Serra,39.74956934,3.094894506,3.5
478,Aumilla Hotel & Spa,39.48458173,3.195605484,4
479,INNSiDE by Melia Palma Center,39.58014086,2.663721897,4
480,FERGUS Style Palmanova,39.52626183,2.537579778,3.5
481,Sol Katmandu Park & Resort,39.52367617,2.52733288,3.5
482,Vistasol Apartamentos,39.52789914,2.527751895,3
483,INNSiDE by Melia Cala Blanca - Erwachsenenhotel 16+,39.53359306,2.527335748,4
484,Novomar,39.54891764,2.460953022,3
485,UR Portofino,39.55476072,2.701625226,3
486,TRH Jardin Del Mar,39.53702451,2.475618027,3
487,GPRO Valparaiso Palace & Spa,39.56530575,2.59091032,5
488,Universal Hotel Cabo Blanco - Erwachsenenhotel,39.35287583,2.984903832,4
489,Apartaments Andreas,39.33211844,2.987826411,3
490,Bahia Camp de Mar Suites,39.55294998,2.433353707,4
491,Europe Playa Marina,39.55276572,2.571072867,4
492,Bahia Principe Sunlight Coral Playa,39.5167189,2.537602338,4
493,Bellevue Belsana,39.43603115,3.236090797,3
495,Amazonas,39.51531732,2.777479803,3
496,Gavimar Ariel Chico,39.39237642,3.215181229,3
497,Bellevue Lagomonte,39.81773354,3.095712968,3
498,allsun Hotel Eden Playa,39.77646217,3.109840006,4.5
499,COOEE Cap de Mar,39.61290489,3.366229932,4
500,TUI KIDS CLUB Protur Safari Park,39.58720283,3.341745459,4
501,Globales Cala Bona Suites,39.61348688,3.358751624,4
502,Icon Valparaiso by Petit Palace - Erwachsenenhotel,39.46785464,3.259867192,3.5
504,HM Alma Beach,39.54177346,2.731982349,3.5
505,Comodoro Playa,39.52070324,2.534646035,3.5
506,Sun Club Eldorado,39.42605711,2.75264989,2
507,Los Geranios - Erwachsenenhotel ab 12 Jahren,39.78059852,2.710894645,4
